1.147000, 0.326000
0.497000, 0.398000
0.083000, 0.349000
0.490000, 0.311000
0.082000, 0.262000
1560.733000, 0.329000
44.987000, 0.357000
0.049000, 0.246000
0.083000, 0.246000
0.094000, 0.264000
24.721000, 0.330000
0.094000, 0.276000
0.081000, 0.246000
0.079000, 0.258000
0.366000, 0.362000
0.141000, 0.294000
1509.816000, 0.384000
0.097000, 0.258000
10.825000, 0.327000
0.080000, 0.281000
0.147000, 0.309000
0.083000, 0.251000
283.617000, 0.332000
0.081000, 0.292000
0.082000, 0.274000
0.081000, 0.246000
21.702000, 0.361000
359.151000, 0.371000
125.639000, 0.408000
0.082000, 0.329000
121.127000, 0.324000
0.099000, 0.310000
98.696000, 0.316000
0.805000, 0.389000
0.086000, 0.246000
0.082000, 0.244000
8.893000, 0.424000
0.081000, 0.281000
1.234000, 0.337000
0.913000, 0.310000
0.050000, 0.258000
